(0, 0, 0)
(0, 0, 192)
(0, 128, 192)
(5, 170, 57)
(5, 170, 66)
(5, 170, 70)
(5, 170, 158)
(5, 170, 171)
(5, 170, 176)
(5, 170, 196)
(5, 176, 105)
(5, 183, 199)
(5, 185, 245)
(5, 192, 49)
(5, 192, 82)
(5, 192, 84)
(5, 192, 86)
(5, 192, 90)
(5, 192, 117)
(5, 192, 123)
(5, 193, 84)
(5, 193, 103)
(5, 193, 181)
(5, 193, 224)
(5, 196, 153)
(5, 199, 227)
(5, 200, 166)
(5, 201, 45)
(5, 201, 46)
(5, 201, 53)
(5, 201, 59)
(5, 202, 122)
(5, 204, 58)
(5, 204, 69)
(5, 204, 195)
(5, 205, 4)
(5, 205, 231)
(5, 205, 239)
(5, 206, 101)
(5, 207, 9)
(5, 207, 103)
(5, 208, 50)
(5, 213, 16)
(5, 213, 255)
(5, 214, 79)
(5, 215, 10)
(5, 216, 143)
(5, 216, 224)
(5, 216, 239)
(5, 216, 246)
(5, 217, 75)
(5, 218, 178)
(5, 218, 196)
(5, 219, 73)
(5, 219, 82)
(5, 220, 27)
(5, 220, 235)
(5, 224, 245)
(5, 225, 58)
(5, 226, 37)
(6, 142, 155)
(6, 142, 156)
(6, 142, 157)
(6, 142, 160)
(6, 142, 165)
(6, 142, 177)
(6, 142, 187)
(6, 142, 188)
(6, 142, 196)
(6, 142, 214)
(6, 142, 219)
(6, 142, 221)
(6, 142, 254)
(6, 143, 71)
(6, 143, 73)
(6, 143, 80)
(6, 143, 183)
(6, 143, 193)
(6, 143, 239)
(6, 143, 252)
(6, 143, 254)
(6, 143, 255)
(6, 144, 2)
(6, 144, 3)
(6, 144, 7)
(6, 144, 9)
(6, 144, 10)
(6, 144, 11)
(6, 144, 12)
(6, 144, 13)
(6, 144, 15)
(6, 144, 16)
(6, 144, 118)
(6, 144, 121)
(6, 144, 123)
(6, 144, 128)
(6, 144, 150)
(6, 144, 152)
(6, 144, 154)
(6, 144, 157)
(6, 144, 210)
(6, 144, 211)
(6, 145, 0)
(6, 145, 20)
(6, 145, 23)
(6, 145, 78)
(6, 145, 108)
(6, 145, 109)
(6, 145, 110)
(6, 145, 113)
(6, 145, 114)
(6, 145, 120)
(6, 145, 123)
(6, 145, 124)
(6, 145, 125)
(6, 145, 126)
(6, 145, 127)
(6, 145, 131)
(6, 145, 136)
(6, 145, 148)
(6, 145, 164)
(6, 145, 192)
(6, 145, 195)
(6, 147, 210)
(6, 147, 217)
(6, 148, 174)
(6, 148, 176)
(6, 148, 182)
(6, 148, 183)
(6, 148, 185)
(6, 148, 186)
(6, 148, 188)
(6, 148, 189)
(6, 148, 190)
(6, 148, 191)
(6, 148, 192)
(6, 148, 193)
(6, 148, 233)
(6, 148, 235)
(6, 148, 240)
(6, 148, 251)
(6, 148, 253)
(6, 148, 254)
(6, 148, 255)
(6, 149, 0)
(6, 149, 1)
(6, 149, 10)
(6, 149, 11)
(6, 149, 13)
(6, 149, 14)
(6, 149, 15)
(6, 149, 18)
(6, 149, 33)
(6, 149, 34)
(6, 149, 40)
(6, 149, 47)
(6, 149, 51)
(6, 149, 52)
(6, 149, 54)
(6, 149, 55)
(6, 149, 58)
(6, 149, 62)
(6, 149, 63)
(6, 149, 66)
(6, 149, 67)
(6, 149, 69)
(6, 149, 76)
(6, 149, 84)
(6, 149, 91)
(6, 149, 93)
(6, 149, 94)
(6, 149, 97)
(6, 149, 112)
(6, 149, 133)
(6, 149, 136)
(6, 149, 141)
(6, 149, 145)
(6, 149, 149)
(6, 149, 153)
(6, 149, 154)
(6, 149, 160)
(6, 149, 161)
(6, 149, 162)
(6, 149, 175)
(6, 149, 176)
(6, 149, 177)
(6, 149, 181)
(6, 149, 187)
(6, 149, 191)
(6, 149, 194)
(6, 149, 196)
(6, 149, 197)
(6, 149, 199)
(6, 149, 200)
(6, 149, 206)
(6, 149, 228)
(6, 149, 237)
(6, 149, 248)
(6, 149, 249)
(6, 149, 250)
(6, 149, 253)
(6, 150, 1)
(6, 150, 4)
(6, 150, 46)
(6, 150, 49)
(6, 150, 52)
(6, 150, 53)
(6, 150, 74)
(6, 150, 80)
(6, 150, 87)
(6, 150, 88)
(6, 150, 89)
(6, 150, 91)
(6, 150, 92)
(6, 150, 99)
(6, 150, 101)
(6, 150, 116)
(6, 150, 128)
(6, 150, 131)
(6, 150, 133)
(6, 150, 137)
(6, 150, 138)
(6, 150, 139)
(6, 150, 143)
(6, 150, 155)
(6, 150, 168)
(6, 150, 172)
(6, 150, 179)
(6, 150, 190)
(6, 150, 197)
(6, 150, 204)
(6, 150, 211)
(6, 150, 216)
(6, 150, 219)
(6, 150, 220)
(6, 150, 232)
(6, 150, 237)
(6, 150, 238)
(6, 150, 239)
(6, 150, 244)
(6, 150, 250)
(6, 150, 252)
(6, 150, 253)
(6, 150, 255)
(6, 151, 15)
(6, 151, 23)
(6, 151, 28)
(6, 151, 49)
(6, 151, 96)
(6, 151, 98)
(6, 151, 100)
(6, 151, 109)
(6, 151, 110)
(6, 151, 141)
(6, 151, 178)
(6, 151, 181)
(6, 151, 193)
(6, 151, 203)
(6, 151, 209)
(6, 151, 211)
(6, 151, 214)
(6, 151, 215)
(6, 151, 221)
(6, 152, 60)
(6, 152, 81)
(6, 152, 87)
(6, 152, 104)
(6, 152, 124)
(6, 152, 129)
(6, 152, 134)
(6, 152, 139)
(6, 152, 142)
(6, 152, 146)
(6, 152, 153)
(6, 152, 164)
(6, 152, 166)
(6, 152, 185)
(6, 152, 197)
(6, 152, 201)
(6, 152, 208)
(6, 152, 233)
(6, 152, 234)
(6, 152, 238)
(6, 153, 11)
(6, 153, 12)
(6, 153, 13)
(6, 153, 29)
(6, 153, 60)
(6, 153, 72)
(6, 153, 81)
(6, 153, 132)
(6, 153, 134)
(6, 153, 137)
(6, 153, 186)
(6, 153, 192)
(6, 153, 194)
(6, 153, 210)
(6, 153, 230)
(6, 154, 5)
(6, 154, 40)
(6, 186, 220)
(64, 0, 128)
(64, 64, 0)
(64, 64, 128)
(128, 64, 128)
(128, 128, 0)
(128, 128, 128)
(192, 128, 128)
(192, 192, 128)
